image_index,resolution1,resolution2,similarity
80,83x110,500x500,0.65625
80,83x110,1000x1000,0.65625
80,83x110,920x1300,0.96875
80,128x128,83x110,0.65625
80,128x128,128x128,1.0
80,128x128,355x503,0.625
80,128x128,500x500,0.96875
80,128x128,1000x1000,0.96875
80,128x128,920x1300,0.65625
80,355x503,83x110,0.96875
80,355x503,128x128,0.625
80,355x503,355x503,1.0
80,355x503,500x500,0.65625
80,355x503,1000x1000,0.65625
80,355x503,920x1300,0.96875
80,500x500,83x110,0.65625
80,500x500,128x128,0.96875
80,500x500,355x503,0.65625
80,500x500,500x500,1.0
80,500x500,1000x1000,1.0
80,500x500,920x1300,0.65625
80,1000x1000,83x110,0.65625
80,1000x1000,128x128,0.96875
80,1000x1000,355x503,0.65625
80,1000x1000,500x500,1.0
80,1000x1000,1000x1000,1.0
80,1000x1000,920x1300,0.65625
80,920x1300,83x110,0.96875
80,920x1300,128x128,0.65625
80,920x1300,355x503,0.96875
80,920x1300,500x500,0.65625
80,920x1300,1000x1000,0.65625
80,920x1300,920x1300,1.0
81,83x110,83x110,1.0
81,83x110,128x128,0.5
81,83x110,355x503,0.9375
81,83x110,500x500,0.53125
81,83x110,1000x1000,0.53125
81,83x110,920x1300,0.96875
81,128x128,83x110,0.5
81,128x128,128x128,1.0
81,128x128,355x503,0.5
81,128x128,500x500,0.96875
81,128x128,1000x1000,0.96875
81,128x128,920x1300,0.5
81,355x503,83x110,0.9375
81,355x503,128x128,0.5
81,355x503,355x503,1.0
81,355x503,500x500,0.5
81,355x503,1000x1000,0.5
81,355x503,920x1300,0.96875
81,500x500,83x110,0.53125
81,500x500,128x128,0.96875
81,500x500,355x503,0.5
81,500x500,500x500,1.0
81,500x500,1000x1000,0.96875
81,500x500,920x1300,0.5
81,1000x1000,83x110,0.53125
81,1000x1000,128x128,0.96875
81,1000x1000,355x503,0.5
81,1000x1000,500x500,0.96875
81,1000x1000,1000x1000,1.0
81,1000x1000,920x1300,0.5
81,920x1300,83x110,0.96875
81,920x1300,128x128,0.5
81,920x1300,355x503,0.96875
81,920x1300,500x500,0.5
81,920x1300,1000x1000,0.5
81,920x1300,920x1300,1.0
82,83x110,83x110,1.0
82,83x110,128x128,0.5625
82,83x110,355x503,0.90625
82,83x110,500x500,0.59375
82,83x110,1000x1000,0.59375
82,83x110,920x1300,0.90625
82,128x128,83x110,0.5625
82,128x128,128x128,1.0
82,128x128,355x503,0.5625
82,128x128,500x500,0.96875
82,128x128,1000x1000,0.96875
82,128x128,920x1300,0.5625
82,355x503,83x110,0.90625
82,355x503,128x128,0.5625
82,355x503,355x503,1.0
82,355x503,500x500,0.5625
82,355x503,1000x1000,0.5625
82,355x503,920x1300,1.0
82,500x500,83x110,0.59375
82,500x500,128x128,0.96875
82,500x500,355x503,0.5625
82,500x500,500x500,1.0
82,500x500,1000x1000,1.0
82,500x500,920x1300,0.5625
82,1000x1000,83x110,0.59375
82,1000x1000,128x128,0.96875
82,1000x1000,355x503,0.5625
82,1000x1000,500x500,1.0
82,1000x1000,1000x1000,1.0
82,1000x1000,920x1300,0.5625
82,920x1300,83x110,0.90625
82,920x1300,128x128,0.5625
82,920x1300,355x503,1.0
82,920x1300,500x500,0.5625
82,920x1300,1000x1000,0.5625
82,920x1300,920x1300,1.0
83,83x110,83x110,1.0
83,83x110,128x128,0.71875
83,83x110,355x503,0.875
83,83x110,500x500,0.71875
83,83x110,1000x1000,0.71875
83,83x110,920x1300,0.875
83,128x128,83x110,0.71875
83,128x128,128x128,1.0
83,128x128,355x503,0.71875
83,128x128,500x500,1.0
83,128x128,1000x1000,1.0
83,128x128,920x1300,0.6875
83,355x503,83x110,0.875
83,355x503,128x128,0.71875
83,355x503,355x503,1.0
83,355x503,500x500,0.71875
83,355x503,1000x1000,0.71875
83,355x503,920x1300,0.96875
83,500x500,83x110,0.71875
83,500x500,128x128,1.0
83,500x500,355x503,0.71875
83,500x500,500x500,1.0
83,500x500,1000x1000,1.0
83,500x500,920x1300,0.6875
83,1000x1000,83x110,0.71875
83,1000x1000,128x128,1.0
83,1000x1000,355x503,0.71875
83,1000x1000,500x500,1.0
83,1000x1000,1000x1000,1.0
83,1000x1000,920x1300,0.6875
83,920x1300,83x110,0.875
83,920x1300,128x128,0.6875
83,920x1300,355x503,0.96875
83,920x1300,500x500,0.6875
83,920x1300,1000x1000,0.6875
83,920x1300,920x1300,1.0
84,83x110,83x110,1.0
84,83x110,128x128,0.40625
84,83x110,355x503,0.90625
84,83x110,500x500,0.40625
84,83x110,1000x1000,0.40625
84,83x110,920x1300,0.90625
84,128x128,83x110,0.40625
84,128x128,128x128,1.0
84,128x128,355x503,0.34375
84,128x128,500x500,1.0
84,128x128,1000x1000,1.0
84,128x128,920x1300,0.34375
84,355x503,83x110,0.90625
84,355x503,128x128,0.34375
84,355x503,355x503,1.0
84,355x503,500x500,0.34375
84,355x503,1000x1000,0.34375
84,355x503,920x1300,1.0
84,500x500,83x110,0.40625
84,500x500,128x128,1.0
84,500x500,355x503,0.34375
84,500x500,500x500,1.0
84,500x500,1000x1000,1.0
84,500x500,920x1300,0.34375
84,1000x1000,83x110,0.40625
84,1000x1000,128x128,1.0
84,1000x1000,355x503,0.34375
84,1000x1000,500x500,1.0
84,1000x1000,1000x1000,1.0
84,1000x1000,920x1300,0.34375
84,920x1300,83x110,0.90625
84,920x1300,128x128,0.34375
84,920x1300,355x503,1.0
84,920x1300,500x500,0.34375
84,920x1300,1000x1000,0.34375
84,920x1300,920x1300,1.0
85,83x110,83x110,1.0
85,83x110,128x128,0.71875
85,83x110,355x503,0.84375
85,83x110,500x500,0.6875
85,83x110,1000x1000,0.6875
85,83x110,920x1300,0.875
85,128x128,83x110,0.71875
85,128x128,128x128,1.0
85,128x128,355x503,0.625
85,128x128,500x500,0.96875
85,128x128,1000x1000,0.96875
85,128x128,920x1300,0.625
85,355x503,83x110,0.84375
85,355x503,128x128,0.625
85,355x503,355x503,1.0
85,355x503,500x500,0.59375
85,355x503,1000x1000,0.59375
85,355x503,920x1300,0.96875
85,500x500,83x110,0.6875
85,500x500,128x128,0.96875
85,500x500,355x503,0.59375
85,500x500,500x500,1.0
85,500x500,1000x1000,1.0
85,500x500,920x1300,0.59375
85,1000x1000,83x110,0.6875
85,1000x1000,128x128,0.96875
85,1000x1000,355x503,0.59375
85,1000x1000,500x500,1.0
85,1000x1000,1000x1000,1.0
85,1000x1000,920x1300,0.59375
85,920x1300,83x110,0.875
85,920x1300,128x128,0.625
85,920x1300,355x503,0.96875
85,920x1300,500x500,0.59375
85,920x1300,1000x1000,0.59375
85,920x1300,920x1300,1.0
86,83x110,83x110,1.0
86,83x110,128x128,0.65625
86,83x110,355x503,0.875
86,83x110,500x500,0.65625
86,83x110,1000x1000,0.65625
86,83x110,920x1300,0.875
86,128x128,83x110,0.65625
86,128x128,128x128,1.0
86,128x128,355x503,0.5625
86,128x128,500x500,1.0
86,128x128,1000x1000,1.0
86,128x128,920x1300,0.5625
86,355x503,83x110,0.875
86,355x503,128x128,0.5625
86,355x503,355x503,1.0
86,355x503,500x500,0.5625
86,355x503,1000x1000,0.5625
86,355x503,920x1300,1.0
86,500x500,83x110,0.65625
86,500x500,128x128,1.0
86,500x500,355x503,0.5625
86,500x500,500x500,1.0
86,500x500,1000x1000,1.0
86,500x500,920x1300,0.5625
86,1000x1000,83x110,0.65625
86,1000x1000,128x128,1.0
86,1000x1000,355x503,0.5625
86,1000x1000,500x500,1.0
86,1000x1000,1000x1000,1.0
86,1000x1000,920x1300,0.5625
86,920x1300,83x110,0.875
86,920x1300,128x128,0.5625
86,920x1300,355x503,1.0
86,920x1300,500x500,0.5625
86,920x1300,1000x1000,0.5625
86,920x1300,920x1300,1.0
87,83x110,83x110,1.0
87,83x110,128x128,0.59375
87,83x110,355x503,0.90625
87,83x110,500x500,0.59375
87,83x110,1000x1000,0.59375
87,83x110,920x1300,0.9375
87,128x128,83x110,0.59375
87,128x128,128x128,1.0
87,128x128,355x503,0.59375
87,128x128,500x500,1.0
87,128x128,1000x1000,1.0
87,128x128,920x1300,0.59375
87,355x503,83x110,0.90625
87,355x503,128x128,0.59375
87,355x503,355x503,1.0
87,355x503,500x500,0.59375
87,355x503,1000x1000,0.59375
87,355x503,920x1300,0.96875
87,500x500,83x110,0.59375
87,500x500,128x128,1.0
87,500x500,355x503,0.59375
87,500x500,500x500,1.0
87,500x500,1000x1000,1.0
87,500x500,920x1300,0.59375
87,1000x1000,83x110,0.59375
87,1000x1000,128x128,1.0
87,1000x1000,355x503,0.59375
87,1000x1000,500x500,1.0
87,1000x1000,1000x1000,1.0
87,1000x1000,920x1300,0.59375
87,920x1300,83x110,0.9375
87,920x1300,128x128,0.59375
87,920x1300,355x503,0.96875
87,920x1300,500x500,0.59375
87,920x1300,1000x1000,0.59375
87,920x1300,920x1300,1.0
88,83x110,83x110,1.0
88,83x110,128x128,0.75
88,83x110,355x503,0.9375
88,83x110,500x500,0.78125
88,83x110,1000x1000,0.78125
88,83x110,920x1300,0.9375
88,128x128,83x110,0.75
88,128x128,128x128,1.0
88,128x128,355x503,0.6875
88,128x128,500x500,0.96875
88,128x128,1000x1000,0.96875
88,128x128,920x1300,0.6875
88,355x503,83x110,0.9375
88,355x503,128x128,0.6875
88,355x503,355x503,1.0
88,355x503,500x500,0.71875
88,355x503,1000x1000,0.71875
88,355x503,920x1300,1.0
88,500x500,83x110,0.78125
88,500x500,128x128,0.96875
88,500x500,355x503,0.71875
88,500x500,500x500,1.0
88,500x500,1000x1000,1.0
88,500x500,920x1300,0.71875
88,1000x1000,83x110,0.78125
88,1000x1000,128x128,0.96875
88,1000x1000,355x503,0.71875
88,1000x1000,500x500,1.0
88,1000x1000,1000x1000,1.0
88,1000x1000,920x1300,0.71875
88,920x1300,83x110,0.9375
88,920x1300,128x128,0.6875
88,920x1300,355x503,1.0
88,920x1300,500x500,0.71875
88,920x1300,1000x1000,0.71875
88,920x1300,920x1300,1.0
89,83x110,83x110,1.0
89,83x110,128x128,0.71875
89,83x110,355x503,0.84375
89,83x110,500x500,0.71875
89,83x110,1000x1000,0.71875
89,83x110,920x1300,0.84375
89,128x128,83x110,0.71875
89,128x128,128x128,1.0
89,128x128,355x503,0.59375
89,128x128,500x500,1.0
89,128x128,1000x1000,1.0
89,128x128,920x1300,0.59375
89,355x503,83x110,0.84375
89,355x503,128x128,0.59375
89,355x503,355x503,1.0
89,355x503,500x500,0.59375
89,355x503,1000x1000,0.59375
89,355x503,920x1300,1.0
89,500x500,83x110,0.71875
89,500x500,128x128,1.0
89,500x500,355x503,0.59375
89,500x500,500x500,1.0
89,500x500,1000x1000,1.0
89,500x500,920x1300,0.59375
89,1000x1000,83x110,0.71875
89,1000x1000,128x128,1.0
89,1000x1000,355x503,0.59375
89,1000x1000,500x500,1.0
89,1000x1000,1000x1000,1.0
89,1000x1000,920x1300,0.59375
89,920x1300,83x110,0.84375
89,920x1300,128x128,0.59375
89,920x1300,355x503,1.0
89,920x1300,500x500,0.59375
89,920x1300,1000x1000,0.59375
89,920x1300,920x1300,1.0
90,83x110,83x110,1.0
90,83x110,128x128,0.625
90,83x110,355x503,0.875
90,83x110,500x500,0.625
90,83x110,1000x1000,0.625
90,83x110,920x1300,0.90625
90,128x128,83x110,0.625
90,128x128,128x128,1.0
90,128x128,355x503,0.625
90,128x128,500x500,0.96875
90,128x128,1000x1000,0.96875
90,128x128,920x1300,0.59375
90,355x503,83x110,0.875
90,355x503,128x128,0.625
90,355x503,355x503,1.0
90,355x503,500x500,0.65625
90,355x503,1000x1000,0.65625
90,355x503,920x1300,0.96875
90,500x500,83x110,0.625
90,500x500,128x128,0.96875
90,500x500,355x503,0.65625
90,500x500,500x500,1.0
90,500x500,1000x1000,1.0
90,500x500,920x1300,0.625
90,1000x1000,83x110,0.625
90,1000x1000,128x128,0.96875
90,1000x1000,355x503,0.65625
90,1000x1000,500x500,1.0
90,1000x1000,1000x1000,1.0
90,1000x1000,920x1300,0.625
90,920x1300,83x110,0.90625
90,920x1300,128x128,0.59375
90,920x1300,355x503,0.96875
90,920x1300,500x500,0.625
90,920x1300,1000x1000,0.625
90,920x1300,920x1300,1.0
91,83x110,83x110,1.0
91,83x110,128x128,0.6875
91,83x110,355x503,0.9375
91,83x110,500x500,0.6875
91,83x110,1000x1000,0.6875
91,83x110,920x1300,0.9375
91,128x128,83x110,0.6875
91,128x128,128x128,1.0
91,128x128,355x503,0.65625
91,128x128,500x500,1.0
91,128x128,1000x1000,1.0
91,128x128,920x1300,0.625
91,355x503,83x110,0.9375
91,355x503,128x128,0.65625
91,355x503,355x503,1.0
91,355x503,500x500,0.65625
91,355x503,1000x1000,0.65625
91,355x503,920x1300,0.96875
91,500x500,83x110,0.6875
91,500x500,128x128,1.0
91,500x500,355x503,0.65625
91,500x500,500x500,1.0
91,500x500,1000x1000,1.0
91,500x500,920x1300,0.625
91,1000x1000,83x110,0.6875
91,1000x1000,128x128,1.0
91,1000x1000,355x503,0.65625
91,1000x1000,500x500,1.0
91,1000x1000,1000x1000,1.0
91,1000x1000,920x1300,0.625
91,920x1300,83x110,0.9375
91,920x1300,128x128,0.625
91,920x1300,355x503,0.96875
91,920x1300,500x500,0.625
91,920x1300,1000x1000,0.625
91,920x1300,920x1300,1.0
92,83x110,83x110,1.0
92,83x110,128x128,0.59375
92,83x110,355x503,0.875
92,83x110,500x500,0.625
92,83x110,1000x1000,0.625
92,83x110,920x1300,0.90625
92,128x128,83x110,0.59375
92,128x128,128x128,1.0
92,128x128,355x503,0.5625
92,128x128,500x500,0.96875
92,128x128,1000x1000,0.96875
92,128x128,920x1300,0.59375
92,355x503,83x110,0.875
92,355x503,128x128,0.5625
92,355x503,355x503,1.0
92,355x503,500x500,0.59375
92,355x503,1000x1000,0.59375
92,355x503,920x1300,0.96875
92,500x500,83x110,0.625
92,500x500,128x128,0.96875
92,500x500,355x503,0.59375
92,500x500,500x500,1.0
92,500x500,1000x1000,1.0
92,500x500,920x1300,0.625
92,1000x1000,83x110,0.625
92,1000x1000,128x128,0.96875
92,1000x1000,355x503,0.59375
92,1000x1000,500x500,1.0
92,1000x1000,1000x1000,1.0
92,1000x1000,920x1300,0.625
92,920x1300,83x110,0.90625
92,920x1300,128x128,0.59375
92,920x1300,355x503,0.96875
92,920x1300,500x500,0.625
92,920x1300,1000x1000,0.625
92,920x1300,920x1300,1.0
93,83x110,83x110,1.0
93,83x110,128x128,0.65625
93,83x110,355x503,0.9375
93,83x110,500x500,0.65625
93,83x110,1000x1000,0.65625
93,83x110,920x1300,0.9375
93,128x128,83x110,0.65625
93,128x128,128x128,1.0
93,128x128,355x503,0.625
93,128x128,500x500,1.0
93,128x128,1000x1000,1.0
93,128x128,920x1300,0.625
93,355x503,83x110,0.9375
93,355x503,128x128,0.625
93,355x503,355x503,1.0
93,355x503,500x500,0.625
93,355x503,1000x1000,0.625
93,355x503,920x1300,1.0
93,500x500,83x110,0.65625
93,500x500,128x128,1.0
93,500x500,355x503,0.625
93,500x500,500x500,1.0
93,500x500,1000x1000,1.0
93,500x500,920x1300,0.625
93,1000x1000,83x110,0.65625
93,1000x1000,128x128,1.0
93,1000x1000,355x503,0.625
93,1000x1000,500x500,1.0
93,1000x1000,1000x1000,1.0
93,1000x1000,920x1300,0.625
93,920x1300,83x110,0.9375
93,920x1300,128x128,0.625
93,920x1300,355x503,1.0
93,920x1300,500x500,0.625
93,920x1300,1000x1000,0.625
93,920x1300,920x1300,1.0
94,83x110,83x110,1.0
94,83x110,128x128,0.625
94,83x110,355x503,0.875
94,83x110,500x500,0.59375
94,83x110,1000x1000,0.625
94,83x110,920x1300,0.90625
94,128x128,83x110,0.625
94,128x128,128x128,1.0
94,128x128,355x503,0.65625
94,128x128,500x500,0.9375
94,128x128,1000x1000,0.96875
94,128x128,920x1300,0.65625
94,355x503,83x110,0.875
94,355x503,128x128,0.65625
94,355x503,355x503,1.0
94,355x503,500x500,0.625
94,355x503,1000x1000,0.65625
94,355x503,920x1300,0.96875
94,500x500,83x110,0.59375
94,500x500,128x128,0.9375
94,500x500,355x503,0.625
94,500x500,500x500,1.0
94,500x500,1000x1000,0.96875
94,500x500,920x1300,0.625
94,1000x1000,83x110,0.625
94,1000x1000,128x128,0.96875
94,1000x1000,355x503,0.65625
94,1000x1000,500x500,0.96875
94,1000x1000,1000x1000,1.0
94,1000x1000,920x1300,0.65625
94,920x1300,83x110,0.90625
94,920x1300,128x128,0.65625
94,920x1300,355x503,0.96875
94,920x1300,500x500,0.625
94,920x1300,1000x1000,0.65625
94,920x1300,920x1300,1.0
95,83x110,83x110,1.0
95,83x110,128x128,0.5625
95,83x110,355x503,0.9375
95,83x110,500x500,0.59375
95,83x110,1000x1000,0.5625
95,83x110,920x1300,0.90625
95,128x128,83x110,0.5625
95,128x128,128x128,1.0
95,128x128,355x503,0.5625
95,128x128,500x500,0.9375
95,128x128,1000x1000,0.96875
95,128x128,920x1300,0.53125
95,355x503,83x110,0.9375
95,355x503,128x128,0.5625
95,355x503,355x503,1.0
95,355x503,500x500,0.59375
95,355x503,1000x1000,0.5625
95,355x503,920x1300,0.96875
95,500x500,83x110,0.59375
95,500x500,128x128,0.9375
95,500x500,355x503,0.59375
95,500x500,500x500,1.0
95,500x500,1000x1000,0.96875
95,500x500,920x1300,0.5625
95,1000x1000,83x110,0.5625
95,1000x1000,128x128,0.96875
95,1000x1000,355x503,0.5625
95,1000x1000,500x500,0.96875
95,1000x1000,1000x1000,1.0
95,1000x1000,920x1300,0.53125
95,920x1300,83x110,0.90625
95,920x1300,128x128,0.53125
95,920x1300,355x503,0.96875
95,920x1300,500x500,0.5625
95,920x1300,1000x1000,0.53125
95,920x1300,920x1300,1.0
96,83x110,83x110,1.0
96,83x110,128x128,0.75
96,83x110,355x503,0.90625
96,83x110,500x500,0.75
96,83x110,1000x1000,0.75
96,83x110,920x1300,0.90625
96,128x128,83x110,0.75
96,128x128,128x128,1.0
96,128x128,355x503,0.65625
96,128x128,500x500,1.0
96,128x128,1000x1000,1.0
96,128x128,920x1300,0.65625
96,355x503,83x110,0.90625
96,355x503,128x128,0.65625
96,355x503,355x503,1.0
96,355x503,500x500,0.65625
96,355x503,1000x1000,0.65625
96,355x503,920x1300,1.0
96,500x500,83x110,0.75
96,500x500,128x128,1.0
96,500x500,355x503,0.65625
96,500x500,500x500,1.0
96,500x500,1000x1000,1.0
96,500x500,920x1300,0.65625
96,1000x1000,83x110,0.75
96,1000x1000,128x128,1.0
96,1000x1000,355x503,0.65625
96,1000x1000,500x500,1.0
96,1000x1000,1000x1000,1.0
96,1000x1000,920x1300,0.65625
96,920x1300,83x110,0.90625
96,920x1300,128x128,0.65625
96,920x1300,355x503,1.0
96,920x1300,500x500,0.65625
96,920x1300,1000x1000,0.65625
96,920x1300,920x1300,1.0
97,83x110,83x110,1.0
97,83x110,128x128,0.65625
97,83x110,355x503,0.84375
97,83x110,500x500,0.65625
97,83x110,1000x1000,0.65625
97,83x110,920x1300,0.875
97,128x128,83x110,0.65625
97,128x128,128x128,1.0
97,128x128,355x503,0.59375
97,128x128,500x500,1.0
97,128x128,1000x1000,1.0
97,128x128,920x1300,0.625
97,355x503,83x110,0.84375
97,355x503,128x128,0.59375
97,355x503,355x503,1.0
97,355x503,500x500,0.59375
97,355x503,1000x1000,0.59375
97,355x503,920x1300,0.96875
97,500x500,83x110,0.65625
97,500x500,128x128,1.0
97,500x500,355x503,0.59375
97,500x500,500x500,1.0
97,500x500,1000x1000,1.0
97,500x500,920x1300,0.625
97,1000x1000,83x110,0.65625
97,1000x1000,128x128,1.0
97,1000x1000,355x503,0.59375
97,1000x1000,500x500,1.0
97,1000x1000,1000x1000,1.0
97,1000x1000,920x1300,0.625
97,920x1300,83x110,0.875
97,920x1300,128x128,0.625
97,920x1300,355x503,0.96875
97,920x1300,500x500,0.625
97,920x1300,1000x1000,0.625
97,920x1300,920x1300,1.0
98,83x110,83x110,1.0
98,83x110,128x128,0.65625
98,83x110,355x503,0.96875
98,83x110,500x500,0.65625
98,83x110,1000x1000,0.65625
98,83x110,920x1300,0.96875
98,128x128,83x110,0.65625
98,128x128,128x128,1.0
98,128x128,355x503,0.6875
98,128x128,500x500,1.0
98,128x128,1000x1000,1.0
98,128x128,920x1300,0.6875
98,355x503,83x110,0.96875
98,355x503,128x128,0.6875
98,355x503,355x503,1.0
98,355x503,500x500,0.6875
98,355x503,1000x1000,0.6875
98,355x503,920x1300,0.96875
98,500x500,83x110,0.65625
98,500x500,128x128,1.0
98,500x500,355x503,0.6875
98,500x500,500x500,1.0
98,500x500,1000x1000,1.0
98,500x500,920x1300,0.6875
98,1000x1000,83x110,0.65625
98,1000x1000,128x128,1.0
98,1000x1000,355x503,0.6875
98,1000x1000,500x500,1.0
98,1000x1000,1000x1000,1.0
98,1000x1000,920x1300,0.6875
98,920x1300,83x110,0.96875
98,920x1300,128x128,0.6875
98,920x1300,355x503,0.96875
98,920x1300,500x500,0.6875
98,920x1300,1000x1000,0.6875
98,920x1300,920x1300,1.0
99,83x110,83x110,1.0
99,83x110,128x128,0.53125
99,83x110,355x503,0.9375
99,83x110,500x500,0.5625
99,83x110,1000x1000,0.5625
99,83x110,920x1300,0.96875
99,128x128,83x110,0.53125
99,128x128,128x128,1.0
99,128x128,355x503,0.5
99,128x128,500x500,0.96875
99,128x128,1000x1000,0.96875
99,128x128,920x1300,0.5
99,355x503,83x110,0.9375
99,355x503,128x128,0.5
99,355x503,355x503,1.0
99,355x503,500x500,0.5
99,355x503,1000x1000,0.5
99,355x503,920x1300,0.96875
99,500x500,83x110,0.5625
99,500x500,128x128,0.96875
99,500x500,355x503,0.5
99,500x500,500x500,1.0
99,500x500,1000x1000,1.0
99,500x500,920x1300,0.53125
99,1000x1000,83x110,0.5625
99,1000x1000,128x128,0.96875
99,1000x1000,355x503,0.5
99,1000x1000,500x500,1.0
99,1000x1000,1000x1000,1.0
99,1000x1000,920x1300,0.53125
99,920x1300,83x110,0.96875
99,920x1300,128x128,0.5
99,920x1300,355x503,0.96875
99,920x1300,500x500,0.53125
99,920x1300,1000x1000,0.53125
99,920x1300,920x1300,1.0
